class,name,author,number,mark,publish_time,extract
历史,抗战老兵口述历史,刘玉,122人点评,85.70%,2017年8月,本书收录了24名抗战老兵口述当年从军的经历细节。这24名老兵中，有怒江边从死人堆中逃出的余国清，有桂林保卫战中七星岩里逃出的最后一位幸存者黄海潮，有在缅甸为远征军最高指挥官史迪威将军开过车的武彪，有参加过武汉保卫战的战地政工队女兵许良能……通过老兵们的口述，部分还原了桂柳会战、台儿庄战役、老河口大撤退、桂林保卫战以及远征军赴印缅作战的惨烈史实。
历史,孟子,孟子,1013人点评,85.70%,2017年6月,《孟子》以对话体散文的体裁，记载了孟子及其弟子的活动和言论，讲述了孟子的政治活动、政治学说以及他的哲学体系和伦理教育思想。全书行文大气磅礴，极具感染力，与《论语》《大学》《中庸》并称为“四书”，是历代儒家学子必读必考的经典著作。
文学,书店日记套装（全2册）,肖恩·白塞尔,283人点评,85.70%,2021年8月,书店日记套装（全2册）包括《书店日记》及《书店四季：书店日记2》。    1.18岁的时候，肖恩?白塞尔第一次在苏格兰小镇威格敦看到那家名叫“书店”（The Book Shop）的书店。他和朋友散步路过，看到堆满书籍的橱窗，对朋友说：“这家店到年底一定倒闭。”  十三年后，2001年，肖恩买下了这家书店。  起初，肖恩对于如何经营书店一无所知。经过十多年的辛勤工作，如今的“书店”已成为苏格兰最大的二手书书店。肖恩与朋友们每年秋天在当地组织图书节，而这座小镇也成为远近闻名的“书城”。
文学,文学回忆录：1989-1994,木心讲述 陈丹青笔录,1379人点评,85.70%,2020年5月,文学是可爱的。生活是好玩的。艺术是要有所牺牲的。八十年代末，木心客居纽约时期，亦自他恢复写作、持续出书以来，纽约地面的大陆和台湾同行在异国谋饭之中，居然促成木心开讲“世界文学史”，忽忽长达五年的一场“文学的远征”——从1989年1月15日开课，到1994年1月9日最后一课，每位听课人轮流提供自家客厅，在座者有画家、舞蹈家、史家、雕刻家等等。如今，听课学生陈丹青整理那五年那五册听课笔记，共八十五讲，逾四十万字，结集这本大书时，已不再将之仅仅看做“世界文学史讲座”。诚如木心所最早时设想的那样，这是他自己的“文学回忆录”，是一部“荒诞小说”，“在自己的身上，克服这个时代”。这也是木心留给世界的礼物，文学的福音书。
历史,韩非子（中华国学经典精粹）,韩非,828人点评,85.60%,2015年7月,《韩非子》是韩非的生平著作，是法家思想的集大成作品。是古代政治学方面的名著，与道家、儒家、墨家、阴阳家等学派的著作交相辉映。全书现存五十五篇、共计十余万字。按照内容划分，现存的文章可以划分为十组，分别从不同的角度阐发了韩非子的法家思想。本书精选了《韩非子》五十五篇中的经典篇目，按照题解、原文、注释、译文的格式对该著作进行了详细剖析，并且秉持“信、达、雅”的标准，对这部先秦时期的法家集大成之杰作进行了注解。
文学,我将宇宙随身携带：佩索阿诗集,费尔南多·佩索阿,844人点评,85.60%,2021年6月,作为葡萄牙国宝级诗人、“欧洲现代主义的核心人物”，佩索阿以迷人的“异名书写”筑造了一个富饶神秘的宇宙，他一生创造了众多异名者，各自拥有不同职业、个性，属阿尔贝托·卡埃罗最为重要。卡埃罗是“自然诗人”“客观诗人”，被其他异名者尊为大师，一生大部分时光在农庄度过，有着金头发、蓝眼睛，是个孤儿，只完成了小学教育。本书收录卡埃罗创作的所有诗歌，包括《牧羊人》《恋爱中的牧羊人》《牧羊人续编》三部分。卡埃罗写诗希望不带任何哲学思想，只要真实地看待万物，强调以感觉把握自然，而反对思想式认识：“我观看，事物存在。我思想，只有我存在。”
历史,滴天髓,刘伯温,266人点评,85.50%,2015年9月,本书为公版书，为不受著作权法限制的作家、艺术家及其它人士发布的作品，供广大读者阅读交流。汇聚授权电子版权。
历史,历史的经验,南怀瑾著述,722人点评,85.50%,2016年3月,谋略，在中国古代文化中又称之为纵横之术、长短之术、勾距之术。为总结历史的经验，南怀瑾先生就中国古代谋略做了系统讲析。上编撷取赵蕤《长短经》、刘向《战国策》、桓范《世要论》精华，参以历史上兴亡成败的实例，论述了治世、用人、防邪、辨奸之道。下编是对《素书》《太公兵法》《阴符经》的逐句串讲。
历史,趣说明朝276年（微信读书出品）,关丁,1871人点评,85.50%,"267,068",最火辣的王朝，最凶残的宫斗！ 最个性化的皇帝，尽在大明王朝！ 最逗趣的讲述，最生动的演绎。 嬉笑怒骂卖萌耍宝，带你梦回明朝！ 跟着朱元璋学创业：14世纪穷小子朱重八从一无所有到坐拥天下； 建文帝的失败启示录：替娃攒家产易，教娃守家产难； 嘉靖帝的权力纵横术：看空降领导收拾前任旧势力； 文艺青年明武宗：一生放荡不羁爱自由； 当领导也是一项憋屈活：明朝皇帝不是被文人气，就是被太监欺 …… 复旦大学历史系博士、哈佛大学访问学者关丁，生动讲述明朝历代帝王将相、名流权贵的百样人生故事，再现明代官场政治、军事战争和帝王心术，破解中国人的文化密码、政治逻辑和人性幽微。
文学,在细雨中呼喊（第3版）,余华,2.9万人点评,85.50%,2012年9月,《在细雨中呼喊》是二十世纪九十年代的经典文本，是余华的第一部长篇力作。小说描述了一位江南少年的成长经历和心灵历程。《在细雨中呼喊》的结构来自于对时间的感受，确切地说是对记忆中的时间的感受，叙述者天马行空地在过去、现在和将来这三个时间维度里自由穿行，将忆记的碎片穿插、结集、拼嵌完整。
哲学,道德经其实很好懂,度阴山,670人点评,85.30%,2023年5月,怎么都看不懂的《道德经》，被度阴山用几个小故事讲透了！ 轮扁制轮：“道”不可言说 齐国的制轮高手轮扁有一次和齐桓公分享自己的制轮心得，他说：“我做的轮子非常好。可每当我把诀窍说给儿子听时，他要么感觉我说得很浅，要么感觉我未说全。哪怕我每次说的是同样的心得，都和前一次有差别。后来我明白了，真正的心得是无法说出来的。‘道’也一样，一旦形成文字和言语，就会产生谬误和偏差。” 推恩令：“无为”不是什么都不做，而是避免采取有敌意的行为 推恩令的内容很简单：将原本只能由诸侯嫡长子继承的封地，分给诸侯的所有孩子。久而久之，封地被切割，大诸侯变成了小诸侯，大诸侯的威胁消解于无形。这就是“无为”——避免采取让对方感觉到有敌意的行为，在不知不觉中解决问题。
文学,诗经（彩图精装）,沐言非,988人点评,85.30%,2013年10月,《诗经》共收录作品305篇，最初只称为《诗》或“诗三百”，它是中国文学史上第一部诗歌总集，向来被认为是中国古典文学之源，其现实主义的创作手法和多样式的文学风格，对后世文学影响极大，被后人尊奉为五经之一。
哲学,幸福要练习,戴维·迈尔斯,127人点评,85.20%,2023年8月,这是一本讲述“幸福是什么”以及“如何获得幸福”的心理学著作。在这本书中，社会心理学家戴维?迈尔斯回顾了全世界数千项以幸福为主题的科学研究，为大家解答“幸福的秘密是什么”。这本书不是陈词滥调的幸福速成方法，而是基于最新科学研究结果，教你冷静地看待人类幸福的本质。通过这本书，我们可以了解到幸福的人具有什么样的内在特质，朋友、信仰、金钱等因素对个人幸福的影响。这本书文风幽默、富有智慧，提供了找寻真正幸福的方法，让每个人都能收获拥有幸福的能力。
历史,南渡北归（经典全三册礼盒装）,岳南,7378人点评,85.20%,2015年9月,南渡北归与时下战局 【纪念西南联大成立八十周年！】莫言、杨振宁、柳传志、俞敏洪、茅于轼、张鸣、张颐武、何亮亮等人力荐！荣获《亚洲周刊》2011年度华文十大好书之冠，以及诸多大奖，好评如潮。 这是一部全景展现20世纪中国学术大师命运变迁的史诗巨著，记叙抗战年代学人的艰苦卓绝，再现国难当头大师的风骨典范。 所谓“南渡北归”，即上个世纪大批知识分子冒着抗战的炮火由中原迁往西南之地，而后再回归中原的故事。整部作品的时间跨度近一个世纪，所涉人物囊括了二十世纪人文科学领域的大部分大师级人物，如蔡元培、王国维、梁启超、梅贻琦、陈寅恪、钱锺书等。作品对这些知识分子群体命运作了细致的探查与披露，对各种因缘际会和埋藏于历史深处的人事纠葛、爱恨情仇进行了有理有据的释解，读来令人心胸豁然开朗的同时，又不胜唏嘘，扼腕浩叹。书中引用了台湾中研院大量珍贵史料、照片，以及大量亲历者采访资料，如曾氏家族后人、刘文典等大师后人亲述。
